Sample	Positions	Cs	Ts	Methylated	Coverage	Read	Experiment
D_Ba_H02_BL_CHK_M	132	72	61	54.14	133	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	133	81	62	56.64	143	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	134	35	12	74.47	47	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	135	81	36	69.23	117	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	136	64	28	69.57	92	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	137	4148	181	95.82	4329	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	138	249	133	65.18	382	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	139	368	84	81.42	452	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	140	541	268	66.87	809	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	141	38	22	63.33	60	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	142	6	15	28.57	21	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	143	338	121	73.64	459	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	144	9	8	52.94	17	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	145	31	12	72.09	43	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	146	46	19	70.77	65	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	147	113	46	71.07	159	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	148	3243	0	100	3243	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	1	5857674	4747387	55.23	10605061	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	2	6439	7076	47.64	13515	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	3	1748	2724	39.09	4472	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	4	278021	447112	38.34	725133	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	5	227000	297087	43.31	524087	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	6	218743	378513	36.62	597256	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	7	333947	502978	39.9	836925	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	8	248224	382894	39.33	631118	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	9	299849	414759	41.96	714608	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	10	285718	437104	39.53	722822	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	11	373958	490835	43.24	864793	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	12	309041	427291	41.97	736332	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	13	300234	420324	41.67	720558	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	14	285590	386430	42.5	672020	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	15	281599	430902	39.52	712501	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	16	274581	399634	40.73	674215	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	17	288614	403474	41.7	692088	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	18	275282	410850	40.12	686132	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	19	290031	416120	41.07	706151	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	20	219009	399449	35.41	618458	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	21	284622	418295	40.49	702917	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	22	243000	411452	37.13	654452	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	23	280559	405398	40.9	685957	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	24	248380	410909	37.67	659289	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	25	271459	406162	40.06	677621	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	26	233121	401183	36.75	634304	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	27	250627	391463	39.03	642090	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	28	270758	389549	41	660307	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	29	224151	388040	36.61	612191	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	30	248904	392016	38.84	640920	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	31	334636	419797	44.36	754433	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	32	242063	387892	38.43	629955	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	33	260833	392556	39.92	653389	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	34	261900	403363	39.37	665263	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	35	267089	382314	41.13	649403	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	36	221479	388989	36.28	610468	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	37	231207	425031	35.23	656238	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	38	268352	392497	40.61	660849	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	39	276014	402707	40.67	678721	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	40	227943	404618	36.03	632561	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	41	312591	452712	40.85	765303	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	42	266283	398922	40.03	665205	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	43	278241	423863	39.63	702104	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	44	243750	385971	38.71	629721	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	45	216811	383047	36.14	599858	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	46	193959	382746	33.63	576705	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	47	220356	385398	36.38	605754	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	48	213782	397336	34.98	611118	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	49	243864	391716	38.37	635580	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	50	217180	378136	36.48	595316	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	51	260120	404846	39.12	664966	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	52	252913	383874	39.72	636787	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	53	222603	379997	36.94	602600	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	54	222626	374009	37.31	596635	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	55	187349	376858	33.21	564207	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	56	250463	397924	38.63	648387	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	57	240771	389850	38.18	630621	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	58	253385	386942	39.57	640327	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	59	282346	403039	41.2	685385	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	60	233490	374463	38.41	607953	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	61	266238	393676	40.34	659914	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	62	213478	371719	36.48	585197	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	63	231936	369730	38.55	601666	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	64	216535	368461	37.01	584996	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	65	245240	396066	38.24	641306	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	66	259554	400165	39.34	659719	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	67	230684	376370	38	607054	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	68	291261	392178	42.62	683439	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	69	216030	364913	37.19	580943	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	70	203425	360928	36.05	564353	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	71	219518	375289	36.91	594807	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	72	241041	374117	39.18	615158	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	73	294199	382202	43.49	676401	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	74	213079	371053	36.48	584132	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	75	238569	373258	38.99	611827	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	76	276851	375728	42.42	652579	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	77	311679	365500	46.03	677179	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	78	218089	348793	38.47	566882	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	79	199328	347280	36.47	546608	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	80	188311	342827	35.45	531138	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	81	231004	351424	39.66	582428	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	82	246369	366154	40.22	612523	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	83	179657	332660	35.07	512317	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	84	192937	336479	36.44	529416	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	85	306619	351513	46.59	658132	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	86	267183	336132	44.29	603315	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	87	194326	317843	37.94	512169	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	88	183815	313499	36.96	497314	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	89	216062	314230	40.74	530292	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	90	204478	299407	40.58	503885	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	91	212940	327899	39.37	540839	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	92	273040	321057	45.96	594097	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	93	229075	298111	43.45	527186	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	94	271900	319498	45.98	591398	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	95	168581	275506	37.96	444087	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	96	178570	279725	38.96	458295	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	97	182735	279836	39.5	462571	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	98	194770	261123	42.72	455893	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	99	167467	271785	38.13	439252	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	100	188469	256124	42.39	444593	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	101	222325	279383	44.31	501708	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	102	153388	245563	38.45	398951	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	103	158150	237022	40.02	395172	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	104	181704	237414	43.35	419118	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	105	222837	272990	44.94	495827	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	106	169787	241393	41.29	411180	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	107	233004	236765	49.6	469769	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	108	180458	240894	42.83	421352	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	109	140678	209400	40.18	350078	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	110	153649	214568	41.73	368217	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	111	117438	196122	37.45	313560	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	112	123640	191376	39.25	315016	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	113	117440	182916	39.1	300356	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	114	120229	179986	40.05	300215	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	115	156883	192769	44.87	349652	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	116	131804	181422	42.08	313226	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	117	126713	172071	42.41	298784	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	118	108885	166775	39.5	275660	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	119	109806	159188	40.82	268994	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	120	116034	165238	41.25	281272	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	121	109975	152184	41.95	262159	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	122	88675	143047	38.27	231722	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	123	90181	138416	39.45	228597	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	124	104571	136377	43.4	240948	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	125	118936	140845	45.78	259781	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	126	100444	135730	42.53	236174	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	127	95447	133315	41.72	228762	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	128	83060	119757	40.95	202817	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	129	79670	114638	41	194308	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	130	91119	112157	44.83	203276	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	131	93172	113886	45	207058	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	132	87853	106826	45.13	194679	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	133	162904	150575	51.97	313479	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	134	75163	97883	43.44	173046	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	135	88316	103988	45.93	192304	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	136	95598	107059	47.17	202657	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	137	65081	95592	40.51	160673	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	138	81961	93628	46.68	175589	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	139	71736	96534	42.63	168270	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	140	97284	98551	49.68	195835	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	141	54517	82612	39.76	137129	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	142	83345	81778	50.47	165123	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	143	75973	84114	47.46	160087	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	144	82822	91744	47.44	174566	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	145	54042	69600	43.71	123642	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	146	54395	71318	43.27	125713	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	147	66987	66006	50.37	132993	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	148	49202	59813	45.13	109015	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	149	69014	132911	34.18	201925	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	150	48231	134126	26.45	182357	R1	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	1	313	23410	1.32	23723	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	2	460	1681	21.49	2141	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	3	62131	62169	49.98	124300	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	4	37086	39804	48.23	76890	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	5	43120	51591	45.53	94711	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	6	76005	70494	51.88	146499	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	7	43083	48377	47.11	91460	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	8	70962	53441	57.04	124403	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	9	53972	55058	49.5	109030	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	10	99516	79486	55.59	179002	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	11	71745	51673	58.13	123418	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	12	44244	44991	49.58	89235	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	13	33785	38535	46.72	72320	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	14	68022	63960	51.54	131982	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	15	32478	40793	44.33	73271	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	16	34511	36708	48.46	71219	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	17	34919	36963	48.58	71882	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	18	32350	34526	48.37	66876	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	19	29481	34522	46.06	64003	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	20	38618	35464	52.13	74082	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	21	37446	33015	53.14	70461	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	22	41361	32931	55.67	74292	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	23	23223	27361	45.91	50584	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	24	21140	27842	43.16	48982	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	25	27693	30357	47.71	58050	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	26	21818	25040	46.56	46858	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	27	23533	24263	49.24	47796	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	28	20320	22743	47.19	43063	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	29	40349	29165	58.04	69514	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	30	34242	24527	58.27	58769	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	31	25899	22649	53.35	48548	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	32	41630	24005	63.43	65635	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	33	17188	19871	46.38	37059	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	34	15979	17204	48.15	33183	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	35	18454	17902	50.76	36356	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	36	16448	16946	49.25	33394	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	37	19768	16413	54.64	36181	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	38	18718	19428	49.07	38146	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	39	16490	14156	53.81	30646	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	40	26118	20731	55.75	46849	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	41	14329	13361	51.75	27690	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	42	30175	18621	61.84	48796	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	43	9973	11722	45.97	21695	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	44	16021	12155	56.86	28176	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	45	9498	10587	47.29	20085	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	46	11117	10133	52.32	21250	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	47	15097	11096	57.64	26193	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	48	20248	12078	62.64	32326	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	49	7838	8894	46.84	16732	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	50	7911	7647	50.85	15558	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	51	17441	9376	65.04	26817	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	52	12349	8390	59.54	20739	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	53	11656	8363	58.22	20019	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	54	7386	7124	50.9	14510	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	55	15887	12795	55.39	28682	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	56	6971	6784	50.68	13755	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	57	5564	6169	47.42	11733	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	58	22631	14393	61.13	37024	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	59	7027	6051	53.73	13078	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	60	7554	6064	55.47	13618	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	61	7528	5792	56.52	13320	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	62	5542	4633	54.47	10175	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	63	4926	4527	52.11	9453	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	64	4099	4211	49.33	8310	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	65	5774	4390	56.81	10164	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	66	4503	3857	53.86	8360	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	67	3286	3338	49.61	6624	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	68	7102	4422	61.63	11524	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	69	4858	3508	58.07	8366	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	70	7033	3373	67.59	10406	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	71	8396	3602	69.98	11998	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	72	2705	2515	51.82	5220	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	73	2025	2248	47.39	4273	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	74	3375	3134	51.85	6509	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	75	2024	2154	48.44	4178	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	76	2010	2189	47.87	4199	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	77	1928	1884	50.58	3812	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	78	1471	1614	47.68	3085	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	79	1652	1712	49.11	3364	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	80	1765	1553	53.19	3318	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	81	4673	2101	68.98	6774	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	82	2132	1416	60.09	3548	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	83	1234	1168	51.37	2402	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	84	6149	2123	74.34	8272	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	85	1658	1226	57.49	2884	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	86	1937	1130	63.16	3067	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	87	2690	1751	60.57	4441	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	88	2070	1159	64.11	3229	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	89	803	764	51.24	1567	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	90	1158	982	54.11	2140	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	91	535	601	47.1	1136	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	92	744	784	48.69	1528	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	93	4824	827	85.37	5651	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	94	791	678	53.85	1469	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	95	564	507	52.66	1071	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	96	545	510	51.66	1055	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	97	791	431	64.73	1222	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	98	709	413	63.19	1122	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	99	632	533	54.25	1165	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	100	287	285	50.17	572	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	101	1038	543	65.65	1581	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	102	208	235	46.95	443	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	103	248	259	48.92	507	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	104	241	269	47.25	510	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	105	4288	685	86.23	4973	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	106	559	363	60.63	922	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	107	535	347	60.66	882	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	108	203	195	51.01	398	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	109	138	199	40.95	337	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	110	135	158	46.08	293	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	111	165	110	60	275	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	112	100	115	46.51	215	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	113	99	113	46.7	212	R2	Hyb.Zo.RRBS
D_Ba_H09_BL_CHK_M	114	239	102	70.09	341	R2	Hyb.Zo.RRBS
